quality_score,wine_type,alcohol,citric_acid,density,ph,residual_sugar,total_sulfur_dioxide,fixed_acidity
7.6,white,12.9,0.32,0.99188,3.13,9.0,113.0,6.7
8.57,red,10.8,0.43,0.99728,3.16,2.2,37.0,10.2
6.6,white,10.8,0.31,0.99326,3.08,6.3,131.0,6.9
5.55,white,9.2,0.26,0.99416,3.15,5.1,119.0,6.0
7.89,red,12.0,0.27,0.99384,3.21,2.8,44.0,6.5
5.66,white,9.4,0.21,0.99595,3.22,7.2,190.0,6.9
6.45,white,9.5,0.34,0.99434,3.1,1.3,176.0,7.6
8.96,red,12.0,0.4,0.99549,3.23,3.6,24.0,8.9
5.53,white,8.9,0.26,0.9972,3.3,12.4,147.0,6.0
5.13,white,9.5,0.01,0.9942,3.24,2.8,137.0,6.7
7.79,white,12.7,0.34,0.99,3.16,2.7,151.0,7.2
6.42,white,9.9,0.42,0.9953,3.12,9.1,150.0,6.7
6.84,red,9.5,0.33,0.9968,3.2,2.0,143.0,7.9
6.95,white,10.9,0.32,0.993,3.13,7.2,83.0,6.4
6.61,white,9.3,0.61,0.99708,3.09,13.0,123.0,6.5
6.71,white,9.2,0.49,0.9929,3.19,1.1,98.0,5.8
7.92,white,11.9,0.27,0.98994,3.37,1.55,70.0,5.8
6.33,red,10.1,0.03,0.995,3.35,1.8,99.0,7.5
9.07,red,10.0,0.68,1.0014,3.06,2.9,43.0,13.7
7.42,white,9.4,0.49,0.9956,3.13,1.6,131.0,8.9
6.72,white,10.7,0.28,0.99556,3.19,12.6,136.0,6.8
7.35,white,11.1,0.29,0.994,3.3,5.4,122.0,7.4
7.96,white,11.1,0.42,0.99116,3.27,1.2,129.0,6.45
7.25,white,11.3,0.32,0.99135,3.08,2.4,100.0,7.5
6.63,white,12.2,0.26,0.99119,2.99,7.9,123.0,6.7
7.33,white,11.5,0.26,0.98954,3.14,1.1,67.0,6.0
8.85,red,11.3,0.34,0.99594,3.4,2.5,47.0,8.2
9.19,red,12.0,0.36,0.99615,3.33,2.2,31.0,9.2
7.22,red,9.5,0.22,0.99633,3.52,1.8,56.0,6.2
8.55,red,10.4,0.49,0.9994,3.12,2.6,69.0,12.4
6.5,red,9.0,0.08,0.9978,3.48,1.8,24.0,7.0
8.74,red,11.8,0.42,0.99434,3.14,2.3,19.0,8.5
5.09,white,9.0,0.39,0.99755,2.9,13.7,172.0,7.1
7.36,white,10.6,0.49,0.9918,2.98,1.5,126.0,7.4
8.29,red,10.5,0.32,0.9991,3.38,5.6,47.0,8.9
7.01,red,10.7,0.01,0.9955,3.42,2.3,43.0,7.1
4.79,white,9.0,0.17,0.9939,3.01,2.8,125.0,6.2
6.91,red,9.8,0.07,1.00015,3.31,3.4,71.0,9.9
7.67,white,11.5,0.32,0.9937,3.24,11.0,66.0,7.1
8.1,red,10.6,0.34,0.99683,3.17,2.4,17.0,10.1
8.24,white,12.1,0.32,0.98972,3.23,1.1,80.0,7.0
7.59,red,9.5,0.34,0.9987,3.38,2.5,86.0,9.0
6.21,white,9.4,0.51,0.9956,3.18,7.9,206.0,6.2
5.51,white,9.1,0.33,1.0,3.06,17.85,195.0,7.3
6.22,red,9.2,0.23,0.9983,3.1,2.8,104.0,9.0
7.64,white,13.7,0.13,0.9907,3.42,4.5,116.0,5.6
8.2,white,12.3,0.46,0.991,3.29,4.7,94.0,6.1
6.41,red,9.1,0.29,0.99801,3.15,2.6,119.0,8.4
6.96,red,11.1,0.02,0.99566,3.32,2.2,92.0,7.3
6.58,white,10.8,0.26,0.9951,3.16,12.1,127.0,6.2
6.6,red,9.8,0.08,0.9974,3.24,2.4,41.0,7.8
6.17,white,10.5,0.22,0.99256,3.16,3.3,161.0,6.3
5.25,white,9.0,0.36,0.9976,3.01,13.2,178.0,7.4
7.3,white,10.1,0.4,0.9951,3.26,6.9,97.0,8.1
5.98,white,9.2,0.44,0.99804,3.14,15.8,167.0,6.2
7.08,white,10.7,0.33,0.9936,3.26,4.8,131.0,6.9
10.0,red,13.0,0.79,1.0018,3.18,4.8,77.0,13.5
9.22,white,12.2,0.49,0.9911,3.38,1.2,92.0,6.3
8.89,red,10.1,0.46,0.9966,3.36,1.4,25.0,8.7
7.61,red,10.9,0.07,0.99632,3.38,2.5,9.0,7.5
6.48,white,9.9,0.34,0.9934,3.18,2.3,214.0,7.4
6.47,white,9.9,0.3,0.99436,3.2,6.7,125.0,7.0
6.5,red,9.9,0.21,0.9956,3.27,2.2,133.0,7.7
6.23,white,9.4,0.49,0.99656,3.19,11.2,215.0,6.2
